publicacao_id,name,id
[335],Ciência química,846
[335],Livro de experimentos,847
[336],Turbeculose,848
350,Cumarinas,849
[336],Fármacos,850
[337],Enaminonas,851
[337],Farmacologia,852
[337],Métodos de preparação,853
338,Síntese,854
338,Atividade biológica,855
[339],Analogia,856
[339],Gases,857
[340],Deficientes visuais,858
[340],Termoquímica,859
"[1312, 882, 341]",Leitura,860
341,História em quadrinhos,861
[342],Proposta metodológica,862
[342],Parâmetros Curriculares Nacionais para o Ensino Médio,863
[343],Água - Sistema de abastecimento - Arapiraca/AL,864
[343],Água - consumo humano,865
[344],Ácidos graxos poliinsaturados,866
[344],Gorduras Trans,867
[348],Cianeto,868
[348],Manipueira,869
[346],Corpos d'água,870
[346],Semiárido alagoano,871
[347],Aspecto sócio científico,872
347,Ficção científica,873
[347],Ciência versus religião,874
928,Impacto ambiental,875
[349],Ensino inclusivo,876
353,Química,877
"[2057, 1166, 400]",Deficiência visual,878
[349],Tabela periódica,879
[349],Braille,880
[350],Produtos naturais,881
[350],Plantas,882
[387],Agreste alagoano,883
[352],Análise granulométrica,884
"[1969, 1270, 352]",Manejo,885
"[1571, 1705, 392, 934]",Conservação,886
[357],Biodiesel,887
[353],Ensino de 2º série,888
[354],Alunos de química,889
[354],Dificuldades e aprendizagem,890
"[1863, 1454, 991, 355]",Formação inicial,891
[356],Códigos linguísticos,892
[358],Turfas,893
358,Substâncias húmicas,894
[358],extração em fluxo,895
[359],Jogo didático,896
"[1890, 2023, 1293, 359]",Lúdico,897
[360],Método de amostragem,898
[360],Comunidade rural do Carrasc,899
[361],Candomblé,900
[472],Conhecimento tradicional ,901
362,Viabilidade da irrigação,902
362,Bombeamento ,903
[364],Potencial produtivo,904
[364],Ostras,905
[365],Idade de abate,906
[365],Carcaça,907
[365],Sexo,908
[366],Gado - Sistema de produção,909
[366],Pasto,910
[366],Recria,911
366,Terminação,912
"[1408, 1478, 1403, 479]",Ensino de ciências ,913
[367],Modelos tridimensionais,914
"[1612, 1434, 463]",Educação básica ,915
368,Pesquisa de mercado,916
[368],Ovinocultura,917
[368],Qualidade de carne,918
[369],Parâmetros fisiológicos,919
378,Ovinos,920
[369],Temperatura retal,921
[378],Sombreamento,922
[378],Pasteio,923
[369],Extresse,924
[370],Alimento alternativo,925
[370],Desempenho positivo,926
370,Subproduto do arroz,927
[371],Visitantes florais,928
[474],Apicultura,929
[371],Meliponicultura,930
[777],Leite,931
[372],Produtor de leite - Perfil,932
[372],Leite ,933
372,Bovinocultura,934
[373],Infecções hospitalares,935
373,Patógenos,936
[373],Hospital - bactérias,937
"[823, 994, 374]",Bovinos leiteiros,938
[376],Forragem ,939
"[2040, 2043, 1450, 1369, 1307, 567, 375]",Educação ambiental,940
"[1458, 1432, 1455, 1386, 1380, 1385, 1388, 858, 988, 375]",Educação infantil,941
"[1253, 1313, 1319, 1330, 465]",Alagoas,942
[418],Melhoramento genético,943
[437],Produção de biomassa,944
376,Seleção,945
[387],Fitoterápico,946
[378],Comportamento ingestivo,947
[378],Ruminantes,948
[377],Diabetes,949
[377],Hipoglicemiantes,950
[377],Medicina popular,951
[378],Parâmetros ambientais,952
[379],Alternativas de avaliação,953
379,Cavalos,954
[379],Medidas zoométricas,955
[393],Ensino de biologia,956
"[1389, 380, 1273]",Gestão escolar,957
380,Surdos-Educação,958
381,Base genética,959
[381],Cavalos de esteira,960
381,Quarto de Milha,961
381,Vaquejada,962
[382],Sistema cardiovascular-Rato,963
"[543, 809, 453, 382]",Biometria,964
[382],Deficiência de proteína - Rato - Patologia,965
[383],Saúde - Escola pública - Arapiraca,966
383,Nutrição,967
[383],Alunos de escola pública,968
[481],Controle alternativo,969
[384],Plantas inseticidas,970
[385],Idoso - Saúde,971
[385],Maribondo/AL,972
[385],Idosos - Sociodemografia,973
[386],Nutrição-Gestantes,974
[386],Paulo Jacinto/AL,975
[386],Perfil nutricional de gestantes,976
"[2086, 1315, 386]",Gestantes,977
[387],Perda de peso,978
[387],Raizeiros,979
"[890, 886, 387]",Feiras livres,980
[388],Hexapoda,981
"[1022, 870, 1263, 1267, 391]",Biodiversidade,982
[388],Lixo urbano,983
[474],Insetos,984
[389],Arborização,985
[389],Espaços públicos urbanos,986
"[2042, 2052, 2053, 389]",Gestão pública,987
[389],Fitossanidade,988
"[2058, 1303, 1332, 390]",Conscientização,989
"[1479, 653, 657, 787, 403]",Escolas públicas,990
[391],Coleoptera,991
[468],Reserva Madeiras,992
[468],Teotônio Vilela/AL,993
[392],Recursos naturais,994
503,Cultura popular,995
[393],Modelos didáticos,996
[394],Botânica ,997
[394],Biologia,998
[394],Ensino de botânica,999
[394],Ciências e biologia,1000
[395],Perfil antropométrico - Mulheres ,1001
[395],Climatério,1002
[395],Pós-climatério,1003
[395],Perfil pressórico,1004
[395],Perfil glicêmico,1005
[395],Programa Hiperdia,1006
396,Orientação Sexual,1007
[396],aulas de biologia,1008
[397],Craibeira,1009
[471],Germinabilidade,1010
[398],Algas microscópicas,1011
"[774, 827, 835, 462]",Controle biológico,1012
[398],Extratos algais,1013
[402],Entomologia forense,1014
[399],Histeridae,1015
[399],Tenebrionidae,1016
[399],Scarabaeidae,1017
[401],Aedes aegypit,1018
"[1637, 1824, 810, 857, 481]",Dengue,1019
[402],Entomofauna forense,1020
[402],Região Agreste de Alagoas,1021
[402],Dipterofauna Necrófaga,1022
[403],Genética,1023
[404],Distúrbios circadianos,1024
404,SNPs,1025
[404],Clock,1026
[404],Per2,1027
[405],Ecologia,1028
[405],Fitoplâncton,1029
405,Estuário,1030
[405],Laguna,1031
[405],CELMM,1032
[406],Crimes ambientais,1033
[406],Tráfico de animais,1034
[406],Preservação do meio ambiente,1035
[406],Preservação do meio ambiente,1036
"[637, 1339, 406]",Escola pública,1037
[407],Professores ,1038
470,Recursos didáticos,1039
[408],Biologia celular,1040
[409],Interação aluno-aluno,1041
[409],Sistema circulatório,1042
[447],Ácaros de solo,1043
[410],Sacharum officinarum,1044
[410],Oribatida,1045
[410],Mesofauna,1046
[411],Microbiologia clínica,1047
[411],Resistência bacteriana,1048
[412],Pau-brasil,1049
"[1779, 1937, 1645, 455]",Alface,1050
[413],Percepção,1051
[414],Equídeos ,1052
414,Comportamento animal,1053
[414],Estereotipia,1054
414,Bem estar animal,1055
"[883, 1009, 414]",Equinos,1056
[414],Cavalgadas,1057
[415],Análise agroindustrial,1058
[415],Cana-de-açúcar orgânica,1059
[438],Adubos verdes,1060
[416],Qualidade do solo,1061
[416],Cobertura do solo,1062
[417],Cultivares,1063
[417],Adubo orgânico,1064
[417],Fertilização química,1065
[417],Lactuca sativa,1066
[418],DNA repetitivo,1067
[419],Broca gigante,1068
[419],Praga,1069
455,Agrotóxicos ,1070
"[1755, 2049, 1244, 862, 1521, 432]",Avaliação ,1071
[422],Produção potencial,1072
[422],Colmo,1073
[422],Modelos fisiológicos,1074
[423],Irrigação agrícola,1075
[423],Irrigação por gotejamento,1076
"[1816, 1409, 1477, 963, 600, 451]",Evapotranspiração,1077
[424],Simulação de crescimento,1078
[424],Irrigação de salvamento,1079
[425],Tabaco ,1080
[425],Severidade de doenças ,1081
[425],Doenças - Quantificação,1082
[426],Espécie florestal,1083
"[2029, 776, 1176, 442]",Dormência,1084
[443],Modelos matemáticos,1085
[426],Fotossíntese,1086
[427],Matéria seca,1087
[428],DNA,1088
[428],Marcador SSR,1089
[428],Marcadores moleculares microssatélites,1090
[438],Leguminosas,1091
[478],Análise de crescimento,1092
[455],Hortaliças,1093
[429],Cultivo agroecológico,1094
[430],Rabanete,1095
[482],Composição florística,1096
[430],Plantas daninhas,1097
[530],Evotranspiração,1098
[431],Penman-moteith,1099
431,Hargreaves-samani,1100
[432],Vida de prateleira,1101
[432],Condições de armazenamento,1102
[433],Ferlilização foliar,1103
[452],Tomate,1104
[434],Unha-de-gato,1105
[434],Àreas degradadas,1106
[434],Fisiologia da semente,1107
[435],Torta de filtro,1108
[435],Fertilizantes,1109
[435],RB92579,1110
[436],Condicionador de solo,1111
[437],Cebolinha,1112
[437],Adubação verde,1113
[438],Decomposição,1114
[438],Massa vegetal,1115
439,Solo,1116
"[2063, 1533, 439]",Salinidade,1117
[439],Fertirrigação,1118
[439],Crescimento e rendimento,1119
[440],Dsenvolvimento rural,1120
"[1646, 1477, 441]",Demanda hídrica,1121
[],Evotranspiraçãp,1122
[442],Sementes,1123
442,Pata de vaca,1124
442,Temperatura,1125
[443],Espécies florestais,1126
[444],Reflorestamento,1127
[444],Efeito da temperatura,1128
[445],Feijão-do-mato,1129
445,Hidrogel,1130
445,Restrição hídrica,1131
[446],Manejo do solo,1132
[446],Análise do solo,1133
447,Ácaros,1134
[447],Taxonomia,1135
[452],Controle de pragas,1136
[448],Lísimeros de pesagem,1137
[449],DNA satélite,1138
[450],Nutrientes ,1139
[450],Plantas de cobertura,1140
[451],Calibração,1141
[451],Análise de funcionamento,1142
"[1816, 963, 451]",Lisímetros,1143
[451],Célula de carga,1144
[452],Entomofauna,1145
[454],Adubos foliares,1146
[454],Nutrição foliar,1147
[454],Lactuva sativa,1148
455,Coentro,1149
[455],Agroquímicos,1150
456,Polimorfismo,1151
"[610, 616, 456]",Ritmos circadianos,1152
[456],Cronótipo,1153
[456],SNP,1154
[456],Gene - Per2,1155
[456],PCR-RFLP,1156
[457],Bactérias patogênicas,1157
[457],Ácido desoxirribonucleico - Análise,1158
[458],Potabilidade,1159
458,Qualidade da água,1160
[458],Saúde escolar,1161
[458],Major Izidoro,1162
[459],Sensibilização,1163
[459],Escola municipal,1164
[460],Gram-Positivos,1165
[460],Colonização nasal,1166
[460],Resistências,1167
[460],Enfermeiros,1168
[460],Bactéria,1169
[461],Jurema Branca,1170
"[1909, 1168, 585, 624, 478]",Caatinga,1171
[462],Entomopatógenos,1172
[463],Embriologia,1173
[463],Métodos tridimensionais,1174
"[2040, 1369, 1462, 464]",Lixo,1175
[465],Mata Atlântica,1176
[466],Agentes mutagênicos,1177
[466],Inseticidas - uso indiscriminado,1178
[466],Alterações morfológicas,1179
[466],Bioindicadores,1180
[472],Especialistas locais,1181
467,Urbanização,1182
[468],Lagartos de solo,1183
468,Fauna,1184
[468],Latercílios terrestres,1185
[469],Tecido epitelial,1186
[470],Replicação do DNA,1187
"[1950, 621, 1296, 470]",Aprendizagem significativa,1188
[470],Ferramenta de ensino,1189
[471],Murici,1190
[472],Inventário geral,1191
[474],Própolis vermelha,1192
[473],Dalbergia ecastophyllum,1193
[473],Identificação molecular,1194
[474],Flavonoides,1195
[474],Exsudados,1196
[475],Laboratório de ciências biológicas,1197
475,Aulas práticas,1198
475,Metodologia de ensino,1199
"[1771, 1467, 1457, 881, 874, 875, 476]",Livro didático,1200
[476],Comunidade-prevenção,1201
[476],Parasitos intestinais,1202
[477],Enteroparasitas,1203
[477],Parasitas intestinais,1204
"[585, 623, 624, 478]",Recuperação,1205
[478],Imburana-de-cheiro,1206
479,Paleontologia,1207
[479],Estratégias pedagógicas,1208
[480],Espécies vulneráveis,1209
[480],Uso sustentável,1210
[480],Extrativismo,1211
[482],Assentamento Rendeira,1212
[481],Efeito larvicida,1213
[481],Extratos vegetais alcoólicos,1214
[481],Extratos vegetais aquosos,1215
[481],Folhas de Nim,1216
[481],Melão de São Caetano,1217
[482],Vegetação - estrutura,1218
[482],Variação fisionômica,1219
[482],Vegetação ribeirinha,1220
[255],avaliação da aprendizagem,1221
[255],"ensino, processo de ensino-aprendizagem",1222
"[1776, 687, 515, 577]",Humanização,1223
577,Arquitetura hospitalar,1224
[483],Tratamento humanizado,1225
[484],Lazer urbano,1226
484,Áreas centrais,1227
"[1872, 1436, 1602, 823, 485]",Diagnóstico,1228
[485],Urbano,1229
[485],Infraestrutura,1230
[485],Saúde,1231
"[1812, 2090, 1317, 813, 845, 524]",Desenvolvimento,1232
[486],Bioclimatologia,1233
[486],Desempenho térmico,1234
539,Projeto,1235
"[1945, 1840, 1716, 1630, 1525, 1629, 1163, 516]",Conforto térmico,1236
[487],Academia de atividade física,1237
"[1754, 2057, 1877, 1780, 1488, 1525, 617, 959, 755, 754, 1271, 499]",Acessibilidade,1238
[488],Praça Manoel André,1239
489,Parque Lago da Perucaba,1240
490,Feira livre,1241
[490],Configuração urbana,1242
[491],Desenho arquitetônico,1243
[491],Conforto humano,1244
505,Acústica,1245
"[574, 607, 492]",Igreja,1246
[492],Catedral ,1247
[494],Arquitetura popular,1248
[494],Arquitetura moderna,1249
[495],Programas computacionais gráficos,1250
[495],Metodologia projetiva,1251
[495],Ferramentas projetivas,1252
[496],Estação intermodal,1253
"[1422, 663, 851, 496]",Projeto arquitetônico,1254
[496],Transportes coletivos,1255
[496],Transportes particulares,1256
"[1872, 1879, 1946, 1979, 2022, 519]",Mobilidade urbana,1257
[496],Veículo leve sobre trilhos - VLT,1258
497,Avaliação pós-ocupação,1259
497,´Percepção ambiental,1260
[497],Pessoa - Ambiente,1261
[498],Espaços urbanos,1262
498,Bosque das Arapiracas,1263
[498],Avaliação pós-ocupação - APO,1264
[499],Anteprojeto arquitetônico,1265
"[1862, 1398, 754, 755, 499]",Desenho universal,1266
500,Assentamentos rurais,1267
500,Tecnologia social,1268
"[1480, 1223, 500]",Habitação,1269
[501],Transformações urbanas,1270
[501],Centro da cidade,1271
[502],Polução sonora,1272
[502],Ruído urbano,1273
917,Violência urbana,1274
[503],Cultura,1275
[503],Lugar,1276
"[1632, 666, 504]",Fumo,1277
"[1861, 1443, 754, 504]",Urbanismo,1278
[504],Espacialização,1279
"[1399, 979, 505]",Sala de aula,1280
[505],"Universidade Federal de Alagoas - UFAL, Campus de Arapiraca",1281
[506],Paisagem cultural,1282
[506],Fotografia,1283
"[2079, 2085, 507]",Saúde do idoso,1284
"[1535, 669, 508]",Acolhimento,1285
"[1757, 508, 1138, 1112]",Atenção básica,1286
"[2071, 1564, 785, 509]",Aids,1287
[509],Notificação,1288
510,Enteroparasitoses,1289
"[1769, 510, 752]",Profilaxia,1290
[],Qualidade do ovo,1291
[465],Reservas de Madeira,1292
[511],Atenção básica,1293
[511],PMAQ,1294
[511],Indicadores de saúde,1295
"[2020, 1300, 1914, 671, 512]",Mulher,1296
[512],Sala de parto,1297
[514],Humanização hospitalar,1298
[514],Espaços pediátricos,1299
[515],Doenças infectocontagiosas,1300
[515],Referência hospitalar,1301
516,Presídio,1302
[516],Retrofit,1303
"[1794, 1846, 1530, 617, 1163, 516]",Arquitetura escolar,1304
[516],Extensão,1305
[517],Doenças ocupacionais,1306
[518],Acadêmicos,1307
518,Trabalho de Conclusão de Curso - TCC,1308
[519],Transportes urbanos,1309
[519],Via pública,1310
[520],Mapeamento participativo,1311
[520],Ecozoneamento,1312
[520],Fitofisionomia,1313
[521],Anurofauna de solo,1314
[521],Riqueza faunística,1315
[521],Distribuição temporal,1316
[521],Pitfall traps,1317
[523],ITS,1318
[523],Código de barras de DNA,1319
[523],Formiga-cortadeira,1320
[524],Reestruturação,1321
[524],Exclusão sócio-espacial,1322
[525],Gestão ,1323
[525],Materias,1324
[526],Processos administrativos,1325
[526],Mapeamento e análise,1326
[527],Moradia adequada,1327
[527],Moradia digna,1328
"[1945, 1761, 1815, 1840, 1848, 1862, 1629, 1630, 1644, 595, 527]",Habitação de interesse social,1329
[528],Saúde ocupacional,1330
[528],Segurança ocupacional,1331
528,Equipamento de proteção individual - EPI,1332
[529],Curso de Administração,1333
[],recursos hídricos,1334
530,Manejo da irrigação,1335
[531],Terceira idade,1336
[531],Endividamento ,1337
[531],Crédito e consumo,1338
[532],Materias ,1339
[532],Processos,1340
564,Estratégia,1341
549,E-commerce,1342
533,Internet,1343
534,Inovação,1344
[534],Setor público,1345
[534],Inclusão digital,1346
[535],Mapeamento de processos,1347
[535],Empresa Júnior,1348
"[1972, 1334, 535]",Gestão de pessoas,1349
[535],Processos ,1350
[535],Fluxograma,1351
1257,Qualidade de vida no trabalho,1352
536,Bem-estar,1353
[537],Livraria,1354
[538],Fungo,1355
[538],Formigas-cortadeiras,1356
[540],Produtos musicais,1357
[541],Processo sucessório,1358
[541],Sucessão,1359
[542],Empreendedorismo feminino,1360
[542],Gestão,1361
[542],Perfil feminino,1362
[543],Estádios morfológicos,1363
[544],Entretenimento,1364
[544],Casa noturna,1365
[544],Inclusão de classe,1366
[544],LGBTs,1367
[545],Microcrédito,1368
[545],Micro empreendedor indivividual,1369
[545],Desenvolvimento empresarial,1370
[545],Empréstimo,1371
[546],Lanchonete,1372
[547],Microempreendedor individual,1373
[547],Planejamento financeiro pessoal,1374
[547],Planejamento financeiro profissional,1375
[548],Educação fiinanceira,1376
[548],Planejamento financeiro,1377
[548],Orçamento doméstico,1378
[549],Comércio eletrônico,1379
[549],Loja virtual,1380
[550],Intraempreendedorismo,1381
[550],Inovação ,1382
[550],Comportamento,1383
[551],Suplementos ,1384
[551],Saúde,1385
[552],Gestão estratégica de inovação,1386
[553],Doses de fósforo,1387
[553],Rendimento,1388
[554],Gerenciamento,1389
[554],Controle de Estoques,1390
[555],"Receitas
financeiras",1391
[555], Mercado varejista,1392
[555],Custo de produção,1393
556,Plano de negócios,1394
556, Planejamento Financeiro,1395
[556], Planejamento Econômico,1396
[557],Restaurante,1397
[557],Alimentação,1398
[558],Transporte Turistico,1399
[558],Excelêncxia,1400
[558],Qualidade,1401
[],Revenda de Comestico,1402
559,Oportunidade de mercado,1403
[559],Revenda de comésticos,1404
[560],Ciências sociais aplicadas,1405
[560],Gestão internacional,1406
[560],Ciências sociais,1407
[561],Análise de mercado,1408
[561],Pesquisa de mercado,1409
[],custos e despesas,1410
[], clima organizacional,1411
[], satisfação,1412
[], pesquisa de clima organizacional,1413
[563], Gestão de pessoas,1414
[563],Departamento de RH,1415
[563],Empresas,1416
[564], Benchmarking,1417
[564],Gestão,1418
[565],LGBT,1419
"[1652, 1916, 565]",Diversidade,1420
[565],Preconceito,1421
[566],Conscientização,1422
[567],Óleo de cozinha,1423
[567],Reutilização,1424
[568],Gestão Empresarial,1425
[568],Setor Sucroalcooleiro,1426
[569],Quiescentes,1427
[569],Anamórficos,1428
[569],Mancha-marrom,1429
[569],Cactus,1430
[],gestão de projetos,1431
[661],cidades inteligentes,1432
[],plano GQM,1433
1013,Gestão de projetos,1434
"[999, 965, 990, 1223, 1221, 1222, 1224, 1238, 570, 1802]",Cidades inteligentes,1435
[570],Plano GQM,1436
[571],Cáffalu,1437
[571],Uniformes profissionais,1438
[572],Análise e concessão de crédito,1439
[572],Indicadores econômico-financeiros,1440
[572],Cooperados pessoa jurídicas,1441
[],Coopertiva de crédito,1442
[572],Cooperativa de crédito,1443
1230,Tamboril,1444
[573],Estádios germinativos,1445
[573],Taxa de secagem,1446
[573],Hidrogel,1447
[576],Legislação do trabalho,1448
"[1293, 1453, 698, 993, 839, 576]",Motivação,1449
[576],Influência teórica,1450
[577],Pediatria,1451
[578],História da literatura,1452
[578],Paraliteratura,1453
[578],Romance-folhetim,1454
[578],Teixeira e Sousa,1455
[579],Teorema espectral,1456
598,Operadores auto-adjuntos,1457
[579],Base ortonormal,1458
[580],Sistemas computacionais,1459
[580],Mecanismo,1460
[580],Análise de sensibilidade,1461
[581],Tecnologia na educação,1462
[581],Lousa digital,1463
581,Baixo custo,1464
"[603, 665, 581, 936]",Usabilidade,1465
"[1356, 1446, 582]",Práticas educativas,1466
[582],Ensino privado,1467
[584],Saccharum officinarum,1468
[584],Lepidoptera,1469
[584],Insetofauna,1470
[585],Angico,1471
[585],Área degradada,1472
[586],Cajanus cajan,1473
"[2063, 586, 614]",Estresse salino,1474
[586],Mecanismo de tolerância ,1475
878,Lixiviação,1476
587,Maranta Arundinaceae L.,1477
[587],Propagação vegetativa,1478
[587],Índice de velocidade de emergência,1479
[588],Mapa climático,1480
[588],Clima urbano,1481
[589],Melancia,1482
1246,Penman-Monteith,1483
[600],Agrometeorologia,1484
605,Bagaço de cana,1485
702,Palma,1486
702,Silagem,1487
[590],Termografia,1488
"[1581, 591, 730]",Desenvolvimento rural ,1489
"[1643, 1903, 591]",Recursos hídricos,1490
[592],Cobrições efetivas,1491
[592],Status nutricional,1492
592,Verminoses,1493
[593],Buchada,1494
[593],Órgãos,1495
[593],Subprodutos,1496
[593],Vísceras,1497
[594],Equações diferencias com atraso,1498
[594],Transições de fase,1499
[595],Light Steel Frame,1500
[595],Estrutura de aço,1501
595,Déficit habitacional,1502
[596],Estratégia de leitura,1503
"[1719, 2017, 2048, 2057, 760, 772, 596]",Formação docente,1504
[597],Lema de Zorn,1505
[597],Elementos maximais,1506
[597],Base de Hamel,1507
[598],Dimensão finita,1508
[598],Teorema spectral,1509
[599],Escolas públicas estaduais - Arapiraca,1510
[599],Licenciados,1511
[601],Code Smell,1512
974,Refatoração,1513
[601],Qualidade de software,1514
[601],Análises do desenvolvedor,1515
[602],Sistema Tutor Inteligente,1516
[602],Sequenciamento,1517
[],Lógica Proposocional,1518
[602],Lógica Proposicional,1519
[602],Módulo pedagógico,1520
[],Curriculum,1521
[602],Modelo estudante,1522
[603],Site,1523
1320,Interação,1525
[604],Gamificação,1526
[604],Lógica Formal,1527
[604],Silogismos Categóricos,1528
[605],Medidas biométricas,1529
[605],Santa Inês,1530
606,Momento angular orbital,1531
[606],Feixes Laguerre-Gauss,1532
606,Difração,1533
[606],Grade Fractal,1534
[607],Museu,1535
1155,Identidade,1536
[607],Valores,1537
[607],Apropriações,1538
[608],Gênero debate,1539
[608],Figuras retóricas,1540
[608],Anáfora,1541
[608],Paralelismo,1542
[609],Pesticidas,1543
[609],Vigilância em saúde,1544
[609],Registros,1545
[610],miR-320,1546
616,Núcleo Supraquiasmático,1547
[610],Camundongo,1548
"[1632, 1871, 611]",Preservação,1549
[611],Ensino Fundamental II,1550
[612],Marcador molecular,1551
[612],Conservação genética,1552
[612],Sequenciamento de nova geração,1553
"[1652, 1168, 612, 1177, 1227]",SSR,1554
[612],Ouricuri,1555
[613],Etnobiologia,1556
"[1813, 613, 957, 1708]",Rio São Francisco,1557
[613],Macrófitas,1558
[614],Crotalaria juncea,1559
[],crotalaria spctabilis,1560
[615],Leis de Kepler,1561
[615],Cálculo diferencial,1562
[615],Movimento dos planetas,1563
[616],Genes de referência,1564
[617],Centro de convenções,1565
617,Teatro,1566
[618], Livro didático de física,1567
[618], Professores de física,1568
[618]," Escola
Estadual de Educação Básica Professor José Quintela Cavalcante",1569
[619],Forrageiras nativas,1570
[619],Fitossociologia de herbáceas,1571
[619],Estímulos visuais,1572
[620],Lógica,1573
[620],Lógica Temporal,1574
[621],Tecnologias de Informação e Comunicação,1575
621,Simulação Computacional,1576
[621],Simulações PhET,1577
[],Formação do educador,1578
[656],Competências,1579
[],"O professor de Física para o
novo século",1580
623,Tabebuia aurea,1581
623,Caatinga,1582
[1176],Espécie nativa,1583
[623],Espécie Nativa,1584
[624],Degradação,1585
[625],Dificuldade de aprendizagem,1586
[626],Capsicum annum,1587
[626],Adubo nitrogenado,1588
[626],Adubo fosfatado,1589
[627],Modelo,1590
[627], NBR 14724 de 2011,1591
627, ABNT,1592
974, LaTeX,1593
[628], Características corporais,1594
628,Longevidade,1595
[628],Zebuíno leiteiro,1596
950,Laboratório,1597
"[629, 698, 753, 760]",Ensino e aprendizagem,1598
[630],Cinema,1599
[630],Filmes comerciais,1600
[631],Auto posto,1601
[632],Privacidade,1602
[632],VANET,1603
[632],Ataques Sybil,1604
[633],Ciências no 9º ano,1605
[634],Plano de disciplina,1606
635,Educação estatística,1607
[635],Cidadania,1608
[636], Lepidotes de Pernambuco,1609
[636],Jurássico Superior,1610
[636],Bacias de Pernambuco,1611
[637],Alunos surdos,1612
"[1877, 637, 836, 959]",Libras,1613
[],Steinenerma gasoli,1614
[639], Steinernema gaseri,1615
[639],Heterorhabditis sp,1616
[639],Controle associado,1617
[640],Adolescência,1618
[640],Professor de Educação Física,1619
[642],Energia nuclear,1620
[642],Teoria atômica,1621
[642],Fissão nuclear,1622
[642],Usinas nucleares,1623
[642],Combustível nuclear,1624
[642],Lixo nuclear,1625
[642],Acidentes  nucleares,1626
[643],Algebra linear,1627
649,Espaços métricos,1628
[643],Análise funcional,1629
[644],Sequências de Cauchy,1630
[644],Espaço de Banach,1631
[645],Concepções em biologia,1632
[645],Conhecimento científico,1633
[646],Fungos. Unhas de gato. Microorganismos. Associação.,1634
[],"tangram,",1635
[],tangram,1636
[],área,1637
[],raciocínio lógico,1638
[],aprendizado,1639
[648],Requisitos ,1640
[648],Target,1641
[648],Selenium,1642
[648],JMeter,1643
[649],O Teorema de Baire,1644
[],Funções Contínuas,1645
[649],Funções  Contínuas,1646
[650],Sistemas Especialistas,1647
[650],CLIPS,1648
1329,Python,1649
[650],PYCLIPS,1650
[650],Framework Django,1651
[],áreas,1652
[],volumes,1653
[],Geometria Esapcial,1654
[651],Geometria Espacial,1655
[651],Integrais,1656
[1593],Problemas socias,1657
729,Problemas Sociais,1658
[652],Processo saúde-doença,1659
[653],Desempenho aeróbio,1660
[653],Escolas privadas,1661
[653],Crianças pré-púberes,1662
[654],Resistência de planta a inseto,1663
[654],bicudo-da-cana,1664
654,Monitoramento,1665
[654],Fungo  entomopatogênico,1666
1296,Tecnologias,1667
[655],Geogebra,1668
[],Função Polinominal,1669
[656],Formação do educador ,1670
[656],Professor de física,1671
[657],Ensino,1672
[657],Fracasso escolar,1673
[658],Álgebra Linear,1674
[658],Espaços vetoriais,1675
[658],Polinômio característico,1676
[658],Norma de uma matriz,1677
[659],Infectividade,1678
[],patogenicidade,1679
[],virulência,1680
[659],moscas-das-frutas,1681
[659],Virulência,1682
[659],Manejo integrado de pragas,1683
[660],Candomblé em Alagoas,1684
[660],Terreiro Urbano,1685
[660],Intervenção Arquitetônica,1686
[660],Nação Nagô-Xambá,1687
[661],tecnologia inteligente,1688
[661],serviços integrados,1689
[661],infraestruturas integradas,1690
[1921],Esportes,1691
[662],Lúdico. Ensino-aprendizagem. Educação Matemática,1692
[664],Pecuaristas,1693
[664],Alimentação animal,1694
[665],Qualidade no trabalho,1695
[665],Display de status,1696
[665],Requisitos funcionais,1697
[665],Arquitetura de sistemas,1698
[665],Linguagem de programação,1699
[668],Ferimento e lesões,1700
[668],Cicatrização de feridas,1701
[669],Serviços de saúde,1702
[672],Intoxicação,1703
[672],Substâncias tóxicas,1704
[672],Emergências,1705
[673],Gestão em enfermagem,1706
[673],Trabalho intelectual,1707
675,Esquizofrenia,1708
[676],Absenteísmo,1709
[677],Comportamento reprodutivo,1710
[677],Soropositividade para HIV,1711
[679],Percepção social,1712
[680],Psicotrópicos,1713
[682],Necessidades humanas,1714
[682],Teoria social,1715
[683],Direito à saúde,1716
[],Manihot esculenta Crots,1717
[684],Manihot esculenta Crants,1718
[684],Herbicida,1719
[684],Seletividade e Plantas daninhas,1720
[685],Mulher negra,1721
[685],Ontologia,1722
[686],Paternidade,1723
[686],Humanização e parto,1724
"[1390, 1592, 1038, 1045, 687, 1295, 1103, 1073, 799]",Sistema Único de Saúde - SUS,1725
[689],Tentativa de suicídio,1726
[689],Rede de Atenção Psicossocial,1727
[],artes visuais,1728
[],fenomenologia,1729
"[804, 1160, 1086, 911]",violência familiar,1730
"[804, 1160, 721]",crime sexual,1731
"[1727, 1729, 1734]",comportamento humano,1732
"[1727, 1729, 892]",behaviorismo (psicologia),1733
"[1150, 894, 898]",psicologia - estudo e ensino,1734
"[1766, 1984, 694, 1053, 1158, 1194, 1065, 710, 1156]",trabalho infantil,1735
695,Cultura corporal,1736
[695],Saúde,1737
[695],Práxis social,1738
[696],TDAH,1739
860,Processo de ensino - aprendizagem,1740
"[2054, 696, 1124, 1198, 902]",Ensino superior,1741
[697],Desenvolvimento estratégico,1742
"[1455, 1456, 698]",Ludicidade,1743
[698],Gincana,1744
[699],Feijão-comum,1745
